Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-03-10,44.065237281080265,44.09217202269462,43.337999257492754,44.01136779785156,5232000,0.0,0.0
1999-03-11,44.334587575747534,44.59046763769747,43.364936814674074,44.22684860229492,9688600,0.0,0.0
1999-03-12,44.065252820799564,44.09218757191252,42.79931951849053,43.149471282958984,8743600,0.0,0.0
1999-03-15,43.4726881610537,44.442339198103234,43.0147973935581,44.38846969604492,6369000,0.0,0.0
1999-03-16,44.57700927908814,44.95409576241577,44.09218380052403,44.76555252075195,4905800,0.0,0.0
1999-03-17,44.76555019031871,44.81941968513257,44.307659484400894,44.44233322143555,3965000,0.0,0.0
1999-03-18,44.38845237341845,45.33116829154324,44.37498500315953,45.30423355102539,4848400,0.0,0.0
1999-03-19,45.896815953420536,45.896815953420536,44.11912237775988,44.14605712890625,7160400,0.0,0.0
1999-03-22,44.33458746473608,44.442326437918915,43.52654516586483,43.60734939575195,5024800,0.0,0.0
1999-03-23,43.36494274847639,43.526551230768845,41.99127064899049,42.07207489013672,10962400,0.0,0.0
1999-03-24,42.449159623373404,43.52654946153009,41.80272572047939,43.49961471557617,8447000,0.0,0.0
1999-03-25,44.172979101912524,45.08876037597656,43.88343061084816,45.08876037597656,8133800,0.0,0.0
1999-03-26,44.71167421571299,45.223434342278374,44.41539203717513,44.60393524169922,8256200,0.0,0.0
1999-03-29,45.14263054374214,46.246955037950634,44.873283106130316,46.22002029418945,5113800,0.0,0.0
1999-03-30,46.166152255635865,46.54323868012764,45.70826159732442,45.89680480957031,4940600,0.0,0.0
1999-03-31,46.6509837274966,46.704853223717734,45.0887683370839,45.22344207763672,8256600,0.0,0.0
1999-04-01,46.543250921865884,46.59712042524767,45.411991350848304,46.16616439819336,8715800,0.0,0.0
1999-04-05,46.913571658972145,47.90342310634819,46.62402327640636,47.83608627319336,5697200,0.0,0.0
1999-04-06,47.78223306216963,48.45560162279773,47.378211925792776,47.93037414550781,7522400,0.0,0.0
1999-04-07,48.3748030394468,48.482542021717286,46.40856661301049,47.43208694458008,11923600,0.0,0.0
1999-04-08,47.35128290740538,48.03811892227388,46.381632062885124,47.809173583984375,7952400,0.0,0.0
1999-04-09,47.72836706966729,48.213192468794844,47.59369334768742,48.10545349121094,4946800,0.0,0.0
1999-04-12,46.97419190003611,48.1054511086379,46.92032241391222,47.78223419189453,10934000,0.0,0.0
1999-04-13,48.078503723144536,48.18624266706195,46.758701660156255,47.13578796386719,9962200,0.0,0.0
1999-04-14,47.72836321768676,47.782232702131104,45.25710061880258,45.51971435546875,21253800,0.0,0.0
1999-04-15,45.68133049657034,46.21329174498264,44.065245691267144,46.13922119140625,17650600,0.0,0.0
1999-04-16,46.03148264606818,46.03148264606818,44.55007156032578,44.792484283447266,17274000,0.0,0.0
1999-04-19,45.08876255649121,45.46584898169484,42.24041330897093,42.69157028198242,19460600,0.0,0.0
1999-04-20,42.50303768508601,44.01138376263025,42.09901641431522,43.661231994628906,17413600,0.0,0.0
1999-04-21,44.06523610450884,45.84292900359049,43.47267180481495,45.81599426269531,10940400,0.0,0.0
1999-04-22,46.24696169079681,47.18967785805243,45.94394577989322,47.05500411987305,13630600,0.0,0.0
1999-04-23,46.81258016467768,48.024643517618124,46.3277548235015,47.67449188232422,7064400,0.0,0.0
1999-04-26,47.997705708448024,49.12896476554949,47.842830956582944,48.77207946777344,5421000,0.0,0.0
1999-04-27,49.12897122180402,49.371383908753714,47.411881355910374,48.0246467590332,16482800,0.0,0.0
1999-04-28,47.62063602177246,47.78224451505902,46.17289326941371,46.38163757324219,7676800,0.0,0.0
1999-04-29,46.16615177038403,46.43549921361848,45.03489250879936,46.00454330444336,19148200,0.0,0.0
1999-04-30,46.6509671835375,46.893379830565124,44.6577965301993,46.30081558227539,15295200,0.0,0.0
1999-05-03,46.16616108766076,46.354704335976756,45.28404803303947,46.05842208862305,11109800,0.0,0.0
1999-05-04,46.13922300695736,46.866461197960184,45.06183309436057,45.331180572509766,15428400,0.0,0.0
1999-05-05,45.35811565711561,46.70485305786133,43.984443508354985,46.70485305786133,12642600,0.0,0.0
1999-05-06,46.273902199070015,46.67792346390473,44.57701288676419,45.00796890258789,15173400,0.0,0.0
1999-05-07,45.411983334701674,45.789069791810704,44.442332444992736,45.654396057128906,16430400,0.0,0.0
1999-05-10,45.950692341706464,46.42205055740393,45.41199723805223,46.112300872802734,10604200,0.0,0.0
1999-05-11,46.48936783108922,47.08193219510079,46.22002039290214,46.83951950073242,8800800,0.0,0.0
1999-05-12,47.05500070491308,47.97078205807109,45.68132867517606,47.809173583984375,12507400,0.0,0.0
