Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.18822349607944489,0.1912348867343025,0.18822349607944489,0.18822349607944489,10924800,0.0,0.0
1980-03-18,0.18822357639108744,0.1897292723609699,0.1867178976535797,0.1867178976535797,17068800,0.0,0.0
1980-03-19,0.19123493134975433,0.1942468913754294,0.19123493134975433,0.19123493134975433,18508800,0.0,0.0
1980-03-20,0.19123483804783745,0.19349336323161556,0.1904819905757904,0.1904819905757904,11174400,0.0,0.0
1980-03-21,0.18671788873697476,0.18671788873697476,0.1837059110403061,0.1837059110403061,12172800,0.0,0.0
1980-03-24,0.18295299997526823,0.18295299997526823,0.17994160950183868,0.17994160950183868,8966400,0.0,0.0
1980-03-25,0.18069440126419067,0.18370577357438267,0.18069440126419067,0.18069440126419067,11347200,0.0,0.0
1980-03-26,0.18069449841917742,0.18220019400002938,0.1791888028383255,0.1791888028383255,16262400,0.0,0.0
1980-03-27,0.17617743021394056,0.17617743021394056,0.1731654703617096,0.1731654703617096,26918400,0.0,0.0
1980-03-28,0.17994160950183868,0.18295299997526823,0.17994160950183868,0.17994160950183868,20102400,0.0,0.0
1980-03-31,0.18596495687961578,0.18897633008445203,0.18596495687961578,0.18596495687961578,9004800,0.0,0.0
1980-04-01,0.1867178976535797,0.1897292723609699,0.1867178976535797,0.1867178976535797,8179200,0.0,0.0
1980-04-02,0.18822349607944489,0.1912348867343025,0.18822349607944489,0.18822349607944489,12556800,0.0,0.0
1980-04-03,0.18747060177159408,0.18747060177159408,0.1844586431980133,0.1844586431980133,6988800,0.0,0.0
1980-04-07,0.18295299997526823,0.18295299997526823,0.17994160950183868,0.17994160950183868,13478400,0.0,0.0
1980-04-08,0.18069440126419067,0.18370577357438267,0.18069440126419067,0.18069440126419067,29184000,0.0,0.0
1980-04-09,0.17994165250031235,0.17994165250031235,0.1769302785396576,0.1769302785396576,11558400,0.0,0.0
1980-04-10,0.1769302300611549,0.17918875560472222,0.17617738246917725,0.17617738246917725,14784000,0.0,0.0
1980-04-11,0.17617738246917725,0.17918875560472222,0.17617738246917725,0.17617738246917725,9523200,0.0,0.0
1980-04-14,0.1776830404996872,0.18069441300555553,0.1776830404996872,0.1776830404996872,8025600,0.0,0.0
1980-04-15,0.17768312392506225,0.17843595448072505,0.1754239946603775,0.1754239946603775,10598400,0.0,0.0
1980-04-16,0.17165976575555797,0.17165976575555797,0.1686483919620514,0.1686483919620514,10752000,0.0,0.0
1980-04-17,0.1686483972711949,0.1686483972711949,0.16563642024993896,0.16563642024993896,17702400,0.0,0.0
1980-04-18,0.16789554059505463,0.17090691432380278,0.16789554059505463,0.16789554059505463,18739200,0.0,0.0
1980-04-21,0.16789553807426646,0.16940121629984972,0.16638925671577454,0.16638925671577454,9043200,0.0,0.0
1980-04-22,0.17391826212406158,0.17693022100588812,0.17391826212406158,0.17391826212406158,20428800,0.0,0.0
1980-04-23,0.1844586431980133,0.18747060177159408,0.1844586431980133,0.1844586431980133,14822400,0.0,0.0
1980-04-24,0.18521209061145782,0.18822346351291874,0.18521209061145782,0.18521209061145782,8832000,0.0,0.0
1980-04-25,0.18521206234028087,0.18521206234028087,0.1822001039981842,0.1822001039981842,7104000,0.0,0.0
1980-04-28,0.18220009603546716,0.18370577357438267,0.18069440126419067,0.18069440126419067,6931200,0.0,0.0
